name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Chicago, IL, United States",2025-02-16,28.6,12.5,24.9,17.6,-2.8,12,15,66,0,0,0,snow,0.6,3.7,31.5,21.5,317.4,1013,78.3,8.8,67.1,5.8,4,10,2025-02-16T06:44:26,2025-02-16T17:25:24,0.63,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-17,10.6,3.2,6.8,-4.9,-13.2,-9.1,-7.3,51.8,0,0,0,,0,3.7,27.1,17,282.1,1028.1,47.7,9.9,118.9,10.4,6,10,2025-02-17T06:43:01,2025-02-17T17:26:39,0.67,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-18,15.5,-2.7,5.9,4.7,-18.6,-8.1,-10.9,45.8,0,0,0,,0,2.7,23,12.7,321.3,1036,66.6,9.9,124.9,10.8,6,10,2025-02-18T06:41:36,2025-02-18T17:27:54,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-02-19,18.6,6.3,11,6.7,-7.5,-1.9,-4.4,49.2,0,0,0,,0,1.2,20.1,12.4,309.4,1034.4,92,9.9,89.5,7.6,4,10,2025-02-19T06:40:10,2025-02-19T17:29:09,0.73,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-20,24.9,5.1,15.4,15.4,-8.3,3.3,2.7,57.1,0,0,0,,0,1,24.4,14.5,295.1,1033,38.2,9.8,130.4,11.3,6,10,2025-02-20T06:38:43,2025-02-20T17:30:23,0.75,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-21,28.7,11.7,20.2,19.9,2.3,11.1,9.4,63.1,0,0,0,,0,0.8,19,12.4,249.2,1035.8,1.3,9.9,127.2,11.1,6,10,2025-02-21T06:37:14,2025-02-21T17:31:38,0.8,Clear,Clear conditions throughout the day.,clear-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-22,34.6,15.9,26.4,27.4,4.9,16.4,11.2,53.6,0,0,0,,0,1,29.1,18.6,232.7,1025.5,39.1,9.9,123.2,10.6,6,10,2025-02-22T06:35:45,2025-02-22T17:32:51,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-23,46.2,25,35.2,46.2,17.6,29.1,22,59.1,0,0,0,,0,0.7,27.7,15.4,204.7,1017.8,73.8,9.9,39.8,3.3,2,10,2025-02-23T06:34:15,2025-02-23T17:34:05,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-24,54.8,38.1,46.5,54.8,30.4,42.5,33.5,60.7,0,0,0,,0,0,29.5,18.8,230.7,1007.5,89.9,9.9,82.1,7.2,5,10,2025-02-24T06:32:44,2025-02-24T17:35:18,0.89,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-25,55.5,38.2,46.3,55.5,35.8,44.6,34.6,65.4,0.004,100,4.17,rain,0,0,21.9,13.1,291.2,1009.6,41,9.9,114,9.7,6,10,2025-02-25T06:31:12,2025-02-25T17:36:31,0.93,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-26,49.7,37.4,42.9,47.8,31.7,38.7,34.5,72.2,0.045,100,16.67,rain,0,0,23.5,13.8,83.2,1009.6,95.2,9.6,42.7,3.7,2,10,2025-02-26T06:29:39,2025-02-26T17:37:44,0.96,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-27,49.6,36.8,42.2,43.2,29.9,36.7,31.7,68.3,0.012,100,8.33,rain,0,0,32,20.7,290,1011.5,65.8,7.8,70.1,6,5,10,2025-02-27T06:28:05,2025-02-27T17:38:56,0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-02-28,58.6,35,45.6,58.6,27.8,40.8,27.7,51.1,0,0,0,,0,0,48.3,28.7,263.9,1003.2,78.5,9.9,71.4,6.1,4,10,2025-02-28T06:26:31,2025-02-28T17:40:08,0.03,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-01,35.5,23.6,28.2,24.7,12,18.6,7.9,42.7,0,0,0,,0,0,35,25,341.6,1019.1,48,9.8,104.5,9,6,10,2025-03-01T06:24:56,2025-03-01T17:41:20,0.06,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-02,37.6,18.8,28.2,35.8,12.3,23.6,9.4,47.1,0,0,0,,0,0,13,8.9,251.8,1024.9,48,9.9,109.5,9.6,6,10,2025-03-02T06:23:20,2025-03-02T17:42:32,0.1,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-03,47.2,32.6,40,41.2,26.5,33.9,18.8,42.4,0,0,0,,0,0,29.6,16.1,185.6,1017.4,93.9,9.9,37,3.1,2,10,2025-03-03T06:21:43,2025-03-03T17:43:43,0.13,Overcast,Cloudy skies throughout the day.,cloudy,"USW00094846,72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-04,47.8,43.9,46.6,45.4,38.2,41.4,38.2,74.1,0.669,100,62.5,rain,0,0,37.8,18.7,175.1,1003.2,99.5,8.6,18.3,1.6,1,10,2025-03-04T06:20:06,2025-03-04T17:44:54,0.17,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-05,51.7,31.6,43.3,51.7,19.1,37.4,37.5,80.1,0.231,100,29.17,rain,0,0,40.5,24.1,276.1,988.1,99.2,7.2,27.3,2.1,1,10,2025-03-05T06:18:28,2025-03-05T17:46:04,0.2,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-06,41.9,28.8,34.6,36.1,16.8,26,18.9,53.6,0,0,0,,0,0,33,21,294.9,1011.2,42.9,9.9,123.8,10.8,7,10,2025-03-06T06:16:50,2025-03-06T17:47:15,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-07,39,34.1,36.2,38.7,28.4,32.3,29.1,75.9,0.104,100,29.17,rain,0.2,0,15,7.7,103,1012.1,95.8,7.3,25.7,2.1,1,10,2025-03-07T06:15:11,2025-03-07T17:48:25,0.27,"Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-08,50.7,29.9,39.7,50.7,25,35,27,62.5,0,0,0,,0,0,33,21.3,274.5,1016.7,35,9.5,120.1,10.5,6,10,2025-03-08T06:13:32,2025-03-08T17:49:34,0.31,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-09,58.7,34.8,47.1,58.7,29.3,44.7,29.1,51.2,0,0,0,,0,0,28.7,17.3,245.6,1014.8,34.6,9.9,131.3,10.9,7,10,2025-03-09T07:11:52,2025-03-09T18:50:44,0.34,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-10,68.9,40.5,55.6,68.9,36,53.9,30.7,40.7,0,0,0,,0,0,31.1,17.4,228.6,1007.8,37.6,9.9,136.8,11.8,7,10,2025-03-10T07:10:12,2025-03-10T18:51:53,0.37,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"USW00094846,72534014819,USW00014819,KORD,72530094846,KMDW,F1983,74466504838,USW00004838"
"Chicago, IL, United States",2025-03-11,59.5,37.6,46.8,59.5,30.3,42,28.7,49.8,0,0,0,,0,0,39.6,28,16.1,1007.9,77.3,9.9,126.5,10.9,6,10,2025-03-11T07:08:31,2025-03-11T18:53:02,0.41,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-12,50.8,38.6,43.7,50.8,31.5,39.8,20.7,40.6,0,0,0,,0,0,20.4,11,64.1,1010.6,28.6,9.9,134.9,11.5,7,10,2025-03-12T07:06:50,2025-03-12T18:54:11,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-13,59.7,35.3,47,59.7,32.6,45.2,28.9,51.5,0,0,0,,0,0,20.8,12.9,78.1,1011.9,26.6,9.9,142.2,12.3,7,10,2025-03-13T07:05:09,2025-03-13T18:55:20,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-14,79.6,49.4,64.9,79.6,46.1,64.6,43.8,47.7,0,0,0,,0,0,45.2,24.6,164.9,1001.3,62,9.9,113.9,9.8,6,10,2025-03-14T07:03:27,2025-03-14T18:56:28,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-15,71.9,44.7,58.8,71.9,39.9,58.1,45.1,62.7,0.509,100,20.83,rain,0,0,46.7,28.7,216.2,991.8,90.4,8.4,85.6,7.3,4,10,2025-03-15T07:01:45,2025-03-15T18:57:37,0.55,"Rain, Overcast",Cloudy skies throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-16,43.6,30.1,35.6,38.7,22.9,28.4,28.6,75.8,0.156,100,33.33,"rain,snow",0.3,0,25.7,14.5,310,1005,85.1,7.9,25.8,2.3,1,10,2025-03-16T07:00:03,2025-03-16T18:58:45,0.58,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain or snow throughout the day.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-17,53.8,27.7,40.6,53.8,22.4,37,25,56.2,0,0,0,,0,0,39.5,23.9,189.3,1018.4,25.4,9.9,127.1,11.1,5,10,2025-03-17T06:58:21,2025-03-17T18:59:53,0.61,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-18,72.7,46.1,56.7,72.7,40.8,54.2,37.5,49.6,0,0,0,,0,0,34.4,19.6,191.3,1007.2,82.2,9.9,81.4,7,4,10,2025-03-18T06:56:39,2025-03-18T19:01:00,0.65,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-19,48.4,37.9,43.6,45.3,26.6,38,37.4,79.3,0.599,100,25,rain,0,0,38.3,24.8,24.1,999.8,82.4,8.6,52,4.4,4,10,2025-03-19T06:54:56,2025-03-19T19:02:08,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-20,44,31.8,37,38.3,19.8,28.7,26.1,66.6,0.173,100,20.83,"rain,snow",0.4,0.3,39.3,24.6,336.3,1010.3,69.9,8,117.6,10.2,6,10,2025-03-20T06:53:13,2025-03-20T19:03:15,0.71,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow clearing later.,snow,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-21,59.9,31.8,45.9,59.9,25.4,42.4,26.5,49.4,0,0,0,,0,0,46.8,31,206.2,1009.4,62.2,9.9,116,10,7,10,2025-03-21T06:51:30,2025-03-21T19:04:22,0.74,Partially cloudy,Partly cloudy throughout the day.,wind,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-22,51.7,34.8,41,51.7,27.7,34.8,26,55.8,0,0,0,,0,0,29.3,18.2,1.4,1014.1,57.3,9.9,144.6,12.7,6,10,2025-03-22T06:49:47,2025-03-22T19:05:30,0.75,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-23,49.3,35.7,42.3,42.6,29.8,35.4,30.5,63.8,0.207,100,16.67,rain,0,0,48.1,26.5,186.5,1010,91.1,9.6,48,4,6,10,2025-03-23T06:48:05,2025-03-23T19:06:37,0.81,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-24,49.8,34.8,41.5,44.1,22.5,33.2,23.1,49.7,0,0,0,,0,0,44.2,24.7,282,1009.1,77.3,9.9,83,7.2,4,10,2025-03-24T06:46:22,2025-03-24T19:07:43,0.84,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-25,49.8,33,40.2,44.8,28.8,36.1,25.6,57.9,0,0,0,,0,0,27.2,15.4,40.4,1017.3,53.6,9.9,123.3,10.7,7,10,2025-03-25T06:44:39,2025-03-25T19:08:50,0.88,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-26,52.2,32.8,41,52.2,28.4,38.6,27.2,58.7,0,0,0,,0,0,20.1,9.2,108.6,1023.5,79.1,9.9,90.5,7.8,5,10,2025-03-26T06:42:56,2025-03-26T19:09:57,0.91,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-27,54.9,43.8,49.4,54.9,39.1,47.9,34.1,55.6,0,0,0,,0,0,27.7,14.7,193.4,1021.7,98.4,9.9,26.5,2.3,2,10,2025-03-27T06:41:13,2025-03-27T19:11:04,0.94,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-28,78.7,49.6,63.9,78.7,44.2,63.5,46.4,56,0.316,100,20.83,rain,0,0,45.2,27.7,207.5,1010.9,77.1,9.6,109.3,9.4,6,10,2025-03-28T06:39:31,2025-03-28T19:12:10,0.98,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-03-29,69.7,48.3,63.1,69.7,46.2,62.9,52.7,69.9,0.04,100,16.67,rain,0,0,35.4,22.5,203.1,1009.2,85.6,9.1,67,5.8,5,10,2025-03-29T06:37:48,2025-03-29T19:13:17,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-30,76.4,45.9,59.4,76.4,39,58.5,51.7,76.9,0.186,100,25,rain,0,0,40.2,24.1,222,1002.7,97.1,8.3,56.5,4.8,7,10,2025-03-30T06:36:06,2025-03-30T19:14:23,0.04,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-03-31,46.4,36.5,40.1,43.2,27.5,33,29.3,65.9,0.002,100,4.17,rain,0,0,29.1,20,341.3,1013,74.9,9.9,67.9,5.9,4,10,2025-03-31T06:34:24,2025-03-31T19:15:29,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-01,46.5,34.8,40.1,41,26.5,33.1,24.6,53.9,0,0,0,,0,0,33.5,21.3,79.4,1020,71.8,9.9,105.9,9.1,5,10,2025-04-01T06:32:42,2025-04-01T19:16:36,0.11,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-02,70.6,41.7,52.2,70.6,33.5,48.1,45.6,78.9,1.243,100,66.67,rain,0,0,40.5,23,143.3,1002.4,96.7,7.3,25.8,1.9,3,10,2025-04-02T06:31:01,2025-04-02T19:17:42,0.15,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-03,59.9,44.5,50,59.9,41.4,47.6,36.6,59.9,0,0,0,,0,0,37,20.8,264.9,1013.6,77.1,9.9,82,6.9,3,10,2025-04-03T06:29:20,2025-04-03T19:18:48,0.18,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-04,48.3,41.3,45.2,44,36.9,40.6,34.8,67.3,0.083,100,12.5,rain,0,0,25.3,17.1,60.8,1023.3,83.7,9.3,61.6,5.2,4,10,2025-04-04T06:27:39,2025-04-04T19:19:54,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-05,53.8,41.6,46.6,53.8,34.6,42.9,37.4,71.8,0.197,100,20.83,rain,0,0,25.9,14.5,9.4,1018,96.3,8.1,61.5,5.2,3,10,2025-04-05T06:25:59,2025-04-05T19:21:01,0.25,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-06,47.6,38,43,45,32,38.2,21.5,43.2,0,0,0,,0,0,24.6,14.9,55.2,1019.1,72.5,9.9,125,10.8,7,10,2025-04-06T06:24:19,2025-04-06T19:22:07,0.28,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-07,45.4,33.3,38.7,38.9,24.1,30.4,23.5,54.7,0,0,0,,0,0,35.8,25.9,13.2,1014.2,66.6,9.8,52.5,4.6,2,10,2025-04-07T06:22:39,2025-04-07T19:23:13,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-08,42.2,26.7,34.8,41.7,19.2,28.1,15.8,46.8,0,0,0,,0,0,21.9,12.2,14.5,1022.1,40.6,9.9,159.5,13.7,6,10,2025-04-08T06:21:00,2025-04-08T19:24:19,0.35,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-09,42.9,35,39.2,35.9,28.4,32.7,26.3,60.6,0.039,100,20.83,rain,0,0,30.2,14.7,142.7,1018.9,96.7,9.2,19.4,1.8,1,10,2025-04-09T06:19:21,2025-04-09T19:25:26,0.39,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-10,43.5,39.4,41.1,38.3,33.2,35.5,34.7,78.1,0,0,0,,0,0,20.8,13.6,39.9,1019.3,99.3,8,42.5,3.8,2,10,2025-04-10T06:17:43,2025-04-10T19:26:32,0.42,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-11,51.9,37.1,44.9,51.9,32,41.4,28.3,55.5,0,0,0,,0,0,25.3,16.1,36.6,1023.9,46.1,9.8,145.9,12.6,8,10,2025-04-11T06:16:06,2025-04-11T19:27:38,0.46,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-12,61,36.7,49.9,61,34.2,49.3,28.1,44.6,0,0,0,,0,0,20.8,15.1,137.1,1021.1,38.7,9.9,134.3,11.6,8,10,2025-04-12T06:14:29,2025-04-12T19:28:44,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-13,64.8,52.8,58.2,64.8,52.8,58.2,33,38.7,0,0,0,,0,0,35.1,20.3,164,1011.3,93.2,9.9,68.6,5.8,3,10,2025-04-13T06:12:52,2025-04-13T19:29:50,0.52,Overcast,Cloudy skies throughout the day.,cloudy,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-14,65.3,53.5,60.1,65.3,53.5,60.1,35.9,41.8,0,0,0,,0,0,39.8,25.3,275,1006.4,69.4,9.9,123.5,10.7,8,10,2025-04-14T06:11:16,2025-04-14T19:30:57,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-15,55.6,40.8,48.7,55.6,32,44.8,31,52.3,0.01,100,8.33,rain,0,0,42.6,24.3,301.1,1012.9,69.8,9.9,83.2,6.9,8,10,2025-04-15T06:09:41,2025-04-15T19:32:03,0.59,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838,KPWK"
"Chicago, IL, United States",2025-04-16,49,36.8,42.9,45.8,32.7,38.1,28.7,57.7,0,0,0,,0,0,21.9,13.3,62.8,1020.2,49.3,9.9,152.8,13.1,8,10,2025-04-16T06:08:07,2025-04-16T19:33:09,0.62,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-17,65.3,41.4,53.7,65.3,36.8,52.2,34.8,51.1,0.06,100,8.33,rain,0,0,37.6,21.8,163.1,1015,86,9.8,55.9,4.8,3,10,2025-04-17T06:06:34,2025-04-17T19:34:15,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-18,76.7,59.9,69.6,76.7,59.9,69.6,53,56,0.02,100,8.33,rain,0,0,38.8,21.4,207.9,1005,93.1,9.8,34.2,2.9,2,30,2025-04-18T06:05:01,2025-04-18T19:35:22,0.69,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-19,64.9,44.8,52.7,64.9,39.8,51.5,46.4,79.7,0.208,100,4.17,rain,0,0,30.9,18,264.9,1017.6,96.7,8,45.2,3.9,3,10,2025-04-19T06:03:29,2025-04-19T19:36:28,0.73,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-20,61.7,48.3,53.5,61.7,45.2,52.5,42.3,66.3,0.118,100,20.83,rain,0,0,29.7,18,94.2,1021.2,78.8,9.8,47.5,4.2,2,10,2025-04-20T06:01:58,2025-04-20T19:37:34,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-21,63.2,49.6,54.8,63.2,42.3,54.2,44.5,68.7,0.18,100,16.67,rain,0,0,46.8,28.2,244.8,1010.6,86.3,9.7,53.1,4.6,3,10,2025-04-21T06:00:27,2025-04-21T19:38:40,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-22,73.8,42.7,58.9,73.8,42.3,58.7,43.4,58.2,0,0,0,,0,0,31.9,20,199.2,1018,60.6,9.9,82.5,7.2,7,10,2025-04-22T05:58:58,2025-04-22T19:39:47,0.83,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-23,76.7,56.7,65.6,76.7,56.7,65.6,50.4,60.7,0.255,100,20.83,rain,0,0,35.7,14.7,197.9,1019.4,87.1,9.7,58.3,5.1,2,10,2025-04-23T05:57:30,2025-04-23T19:40:53,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-24,76.1,52.6,61.8,76.1,52.6,61.8,46,57.6,0,0,0,,0,0,23,14.5,43.2,1019.2,77.5,9.9,117.5,10.1,7,10,2025-04-24T05:56:02,2025-04-24T19:41:59,0.9,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
"Chicago, IL, United States",2025-04-25,59.9,47.9,51.9,59.9,40.8,50.9,42,69.2,0.217,100,12.5,rain,0,0,34.4,20.5,19,1016.6,95.2,9.5,70.8,6.2,4,10,2025-04-25T05:54:36,2025-04-25T19:43:05,0.93,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"72534014819,USW00014819,KORD,KMDW,72530094846,F1983,74466504838"
